FIPS,Total_Actual_Costs,Total_Standardized_Costs,Part_B_Drugs_Per_Capita_Actual_Costs,Total_Population_Based_Payment_Reduction_Costs,PQI03_Diabetes_LT_Complication_Admission_Rate_(age_<_65),PQI03_Diabetes_LT_Complication_Admission_Rate_(age_65-74),PQI03_Diabetes_LT_Complication_Admission_Rate_(age_75+),PQI07_Hypertension_Admission_Rate_(age_<_65),PQI07_Hypertension_Admission_Rate_(age_65-74),PQI07_Hypertension_Admission_Rate_(age_75+)
47147,55827922.17,55552230.81,289.46, ,,,,,,
47149,142331001.65,142322336.7,345.25, ,,,,,,
47151,34436284.63,37330787.44,339.02, ,,,,,,
47153,16910134.54,17495342.65,231.08, ,,,,,,
47155,68367772.57,72475230.47,320.38, ,,,,,,
47157,780222396.64,779172845.76,353.9, ,,,,,,
47159,23466308.7,23436900.82,306.06, ,,,,,,
47161,15812685.71,16197390.26,259.75, ,,,,,,
47163,135503001.55,143691904.46,266.2, ,,,,,,
47165,120041687.27,120385490.78,330.26, ,,,,,,
47167,56419043.52,56406810.54,296.72, ,,,,,,
47169,10961532.13,11303751.25,246.62, ,,,,,,
47999,,,,*,,,,,,
47171,28460045.63,30467202.55,201.89, ,,,,,,
47173,15418314.78,16531670.9,324.29, ,,,,,,
47175,8999402.91,9310616.63,287.2, ,,,,,,
47177,56568416.96,58248584.99,342.78, ,,,,,,
47179,113690147.28,119612292.16,251.17, ,,,,,,
47181,24222872.45,25313984.26,196.58, ,,,,,,
47183,53281117.23,56368224.07,244.13, ,,,,,,
47185,38940521.51,40701521.93,180.93, ,,,,,,
47187,90955990.89,92244600.38,247.93, ,,,,,,
47189,91094561.73,89522712.81,311.14, ,,,,,,
48001,60809879.12,63555103.66,310.7, ,,,,,,
48003,14824353.04,14583461.38,252.02, ,,,,,,
48005,117080044.64,123498181.69,346.15, ,,,,,,
48007,35590179.74,36912403.78,414.47, ,,,,,,
48009,11756975.41,12530473.04,518.39, ,,,,,,
48011,3212844.48,3340277.71,177.04, ,,,,,,
48013,44381351.46,44814188.85,478.81, ,,,,,,
48015,29448172.98,29156818.53,286.24, ,,,,,,
48017,8817628.22,9556804.61,87.68, ,,,,,,
48019,24713997.14,25064739.93,289.8, ,,,,,,
48021,66763139.43,67027860.78,313.83, ,,,,,,
48023,8048613.41,8605026.55,304.38, ,,,,,,
48025,33823531.08,35745938.16,343.28, ,,,,,,
48027,131266466.11,132136101.89,109.36, ,,,,,,
48029,1150215740.02,1156621136.22,368.93, ,,,,,,
48031,12513052.8,13158225.69,372.28, ,,,,,,
48033,758406.13,806617.96,88.21, ,,,,,,
48035,20196071.42,21220607.91,227.24, ,,,,,,
48037,114301103.31,124115727.33,242.56, ,,,,,,
48039,252434028.51,244521326.7,229.6, ,,,,,,
48041,97942086.01,100119930.69,297.95, ,,,,,,
48043,9705297.7,9406946.92,137.13, ,,,,,,
48045,3192973.26,3336239.84,489.15, ,,,,,,
48047,14675258.35,15485097.47,307.14, ,,,,,,
48049,55743476.15,59436431.07,174.8, ,,,,,,
48051,21039258.41,21581436.68,225.83, ,,,,,,
48053,56489420.75,59243706.05,309.59, ,,,,,,
48055,40372424.39,41883362.01,285.36, ,,,,,,
48057,26801506.76,28591815.92,234.3, ,,,,,,
48059,19272255.62,20529345.75,390.67, ,,,,,,
48061,411566411.31,385067571.86,344.85, ,,,,,,
48063,19976029.7,21395394.71,352.84, ,,,,,,
48065,8449428.09,8684025.24,371.55, ,,,,,,
48067,49227498.85,53142050.73,244.87, ,,,,,,
48069,9733085.33,10488611.39,166.37, ,,,,,,
48071,32070899.6,32083591.74,248.45, ,,,,,,
48073,71672209.89,76690764.64,301.84, ,,,,,,
48075,9232036.63,9790799.96,216.01, ,,,,,,
48077,15938967.15,17049014.62,389.63, ,,,,,,
48079,4922485.14,5275622.21,75.64, ,,,,,,
48081,6029292.69,6369017.03,206.79, ,,,,,,
48083,16002930.59,17251966.28,252.9, ,,,,,,
48085,390335539.34,393270008.95,415.23, ,,,,,,
48087,6939642.46,7473898.15,305.09, ,,,,,,
48089,37977976.69,38897398.53,316.17, ,,,,,,
48091,108094459.87,112079459.48,469.33, ,,,,,,
48093,21654294.9,23292884.19,204.43, ,,,,,,
48095,4649408.69,5009758.79,150.73, ,,,,,,
48097,52043744.22,55261735.6,343.44, ,,,,,,
48099,31298331.46,31777116.58,160.05, ,,,,,,
48101,3281841.96,3511555.83,169.36, ,,,,,,
48103,4014517.87,4152491.02,139.69, ,,,,,,
48105,3501637.56,3729425.9,88.55, ,,,,,,
48107,10858448.82,11665952.75,158.47, ,,,,,,
48109,4433232.85,4688943.78,390.17, ,,,,,,
48111,7387924.8,7789384.19,348.09, ,,,,,,
48113,1815428671.65,1756379754.84,337.1, ,,,,,,
48115,22280673.16,23617396.0,1236.13, ,,,,,,
48123,34634556.36,36336274.67,299.49, ,,,,,,
48117,17899046.32,18501602.34,319.28, ,,,,,,
48119,10294539.01,10475637.14,324.41, ,,,,,,
48121,331836680.36,334051441.19,449.16, ,,,,,,
48125,4412361.78,4861339.38,155.94, ,,,,,,
48127,12666570.48,13025481.83,330.17, ,,,,,,
48129,7676760.73,8005022.11,336.34, ,,,,,,
48131,23778794.74,25324084.84,276.62, ,,,,,,
48133,29952309.46,32155183.63,194.9, ,,,,,,
48135,138451712.43,131233105.55,262.59, ,,,,,,
48137,2882478.93,2927363.48,125.46, ,,,,,,
48141,489684234.78,479435630.38,223.27, ,,,,,,
48139,120938919.03,119352926.02,312.2, ,,,,,,
48143,30828058.0,32046530.69,195.14, ,,,,,,
48145,17668643.66,18523358.96,153.91, ,,,,,,
48147,53308526.95,56633829.49,349.7, ,,,,,,
48149,41897856.0,43602447.1,236.29, ,,,,,,
48151,8012374.28,8667511.66,191.31, ,,,,,,
48153,9909655.85,10622043.87,158.54, ,,,,,,
48155,3464257.85,3703573.14,118.0, ,,,,,,
48157,283107366.13,275730813.09,325.03, ,,,,,,
48159,17284506.94,18254113.27,415.56, ,,,,,,
48161,23378735.15,24720405.77,269.01, ,,,,,,
48163,18119034.08,18236406.82,318.67, ,,,,,,
48165,14099552.82,15216639.47,105.04, ,,,,,,
48167,316127085.6,293651112.54,173.73, ,,,,,,
48169,6624852.77,6855593.05,224.89, ,,,,,,
48171,37251374.32,39993483.46,319.34, ,,,,,,
48173,769300.06,793912.39,312.52, ,,,,,,
48175,10045903.33,10526220.74,294.49, ,,,,,,
48177,27886778.88,28826818.15,426.42, ,,,,,,
48179,36140623.43,37426044.96,349.93, ,,,,,,
48181,183145228.8,192037632.05,330.8, ,,,,,,
48183,147765805.03,155346952.04,288.63, ,,,,,,
48185,29144130.02,30275707.28,340.47, ,,,,,,
48187,104345480.56,107258441.18,407.76, ,,,,,,
48189,40830079.65,43344472.07,202.25, ,,,,,,
48191,6136631.48,6428054.8,271.55, ,,,,,,
48193,13010334.4,14189806.66,111.71, ,,,,,,
48195,5975697.85,6298799.48,380.68, ,,,,,,
48197,8672404.85,9470534.05,267.43, ,,,,,,
48199,56178619.72,58538318.89,263.55, ,,,,,,
48201,2683048739.96,2589286457.05,320.89, ,,,,,,
48203,75189278.32,78982290.18,267.28, ,,,,,,
48205,3938197.19,4220039.92,240.04, ,,,,,,
48207,10915184.17,11731211.45,208.16, ,,,,,,
48209,93484634.76,94717932.02,350.61, ,,,,,,
48211,3942167.5,3543630.84,459.15, ,,,,,,
48213,129288519.69,134268680.92,409.11, ,,,,,,
48215,788285715.61,773824329.21,405.29, ,,,,,,
48217,50577663.65,52382377.3,258.24, ,,,,,,
48219,26910494.95,28509346.42,184.23, ,,,,,,
48221,68662991.52,69599397.3,253.37, ,,,,,,
48223,46397841.97,48983634.68,325.98, ,,,,,,
48225,35699791.38,37257675.73,344.84, ,,,,,,
48227,40282331.27,41910914.04,204.36, ,,,,,,
48229,2721386.89,2632568.41,148.5, ,,,,,,
48231,116688594.92,115979606.87,281.49, ,,,,,,
48233,32475502.33,34133188.29,477.1, ,,,,,,
48235,1717607.02,1806270.8,145.43, ,,,,,,
48237,13816857.68,14647169.08,267.5, ,,,,,,
48239,20709835.53,21924571.64,352.56, ,,,,,,
48241,56316355.33,59511807.98,284.81, ,,,,,,
48243,2860640.81,2812577.71,95.08, ,,,,,,
48245,288956614.12,301580965.96,242.67, ,,,,,,
48247,11097734.36,11455212.47,277.41, ,,,,,,
48249,60665333.61,64235810.69,343.38, ,,,,,,
48251,119075327.3,119245697.11,300.89, ,,,,,,
48253,22693893.28,23645876.16,398.83, ,,,,,,
48255,21184728.62,22234105.79,275.14, ,,,,,,
48257,95986437.71,94859994.47,375.32, ,,,,,,
48259,34641126.84,36026391.25,340.89, ,,,,,,
48261,298316.55,325886.59,646.06, ,,,,,,
48263,1451158.27,1542756.49,215.66, ,,,,,,
48265,85857184.77,90237845.89,326.33, ,,,,,,
48267,7350402.26,7863942.82,289.83, ,,,,,,
48269,199948.84,219635.13,, ,,,,,,
48271,4882002.38,5076062.79,259.74, ,,,,,,
48273,34804571.63,37100911.36,271.84, ,,,,,,
48275,7120098.52,7611210.66,373.55, ,,,,,,
48283,6017442.04,6074053.54,178.39, ,,,,,,
48277,86687343.85,90884817.36,364.69, ,,,,,,
48279,22123809.36,22686444.83,196.91, ,,,,,,
48281,20615573.34,21439382.04,266.17, ,,,,,,
48285,39356757.87,42584661.85,251.03, ,,,,,,
48287,20040457.67,20848607.56,237.17, ,,,,,,
48289,27545014.86,28586056.32,207.68, ,,,,,,
48291,87415534.12,84779647.6,315.24, ,,,,,,
48293,31091443.08,33005360.64,223.46, ,,,,,,
48295,3732135.4,3861442.42,330.79, ,,,,,,
48297,12236449.71,12850459.66,493.05, ,,,,,,
48299,31779096.14,33597574.21,214.83, ,,,,,,
48301,152378.1,151434.67,, ,,,,,,
48303,298470610.85,309268226.25,189.2, ,,,,,,
48305,9777148.05,10338742.96,141.38, ,,,,,,
48313,16350694.36,17167031.84,260.88, ,,,,,,
48315,17823554.1,18960680.83,284.41, ,,,,,,
48317,6378828.28,6753984.91,251.62, ,,,,,,
48319,7267156.78,7859760.02,368.45, ,,,,,,
48321,49210578.58,50688698.42,295.77, ,,,,,,
48323,58139288.84,59866552.88,295.14, ,,,,,,
48307,13415475.28,14516697.42,200.39, ,,,,,,
48309,187910329.91,197440608.01,242.07, ,,,,,,
48311,1165611.46,1169901.47,399.21, ,,,,,,
48325,44501193.41,44826089.43,410.26, ,,,,,,
48327,4121119.91,4394646.88,328.03, ,,,,,,
48329,115993187.1,116694511.87,303.59, ,,,,,,
48331,29062797.39,30040184.75,143.43, ,,,,,,
48333,5486322.12,5809826.22,155.93, ,,,,,,
48335,11504599.9,12322485.5,157.83, ,,,,,,
48337,33522823.76,35895423.52,329.6, ,,,,,,
48339,343399402.2,337415839.28,447.19, ,,,,,,
48341,16936400.17,17578885.54,433.99, ,,,,,,
48343,23533391.78,25007785.9,255.12, ,,,,,,
48345,2575205.7,2732961.19,156.37, ,,,,,,
48347,74449011.2,78883896.51,187.19, ,,,,,,
48349,57959401.5,59190506.29,264.4, ,,,,,,
48351,19284577.84,20341689.62,281.67, ,,,,,,
48353,24022756.21,25492659.17,304.56, ,,,,,,
48355,283140554.99,292914704.55,359.02, ,,,,,,
48357,7543152.72,7991675.0,320.59, ,,,,,,
48359,2165942.63,2207569.78,598.33, ,,,,,,
48361,110101603.89,115186214.58,222.61, ,,,,,,
48363,39182096.98,40705835.87,294.01, ,,,,,,
48365,34662975.06,36906078.18,226.01, ,,,,,,
48367,103279878.01,104179388.94,290.44, ,,,,,,
48369,11265356.06,12140469.53,279.33, ,,,,,,
48371,15143283.41,15554383.74,168.38, ,,,,,,
48373,110219428.35,110504002.26,261.3, ,,,,,,
48375,129717070.58,132472933.57,359.28, ,,,,,,
48377,9269480.46,8874400.34,139.91, ,,,,,,
48379,14119695.99,14588984.63,272.34, ,,,,,,
48381,112002253.84,115514404.47,324.69, ,,,,,,
48383,3171818.53,3340656.27,303.49, ,,,,,,
48385,5731297.52,5821153.49,212.25, ,,,,,,
48387,31163704.17,33468543.15,432.76, ,,,,,,
48389,15076626.96,14765657.88,239.13, ,,,,,,
48391,12440688.72,13386054.1,297.79, ,,,,,,
48393,1113967.8,1109840.71,623.45, ,,,,,,
48395,23659798.58,24143535.66,332.1, ,,,,,,
48397,49991469.1,49922067.29,410.12, ,,,,,,
48399,19042829.0,20736571.5,417.35, ,,,,,,
48401,65856900.74,69328842.16,331.25, ,,,,,,
48403,24734134.4,26336733.76,192.84, ,,,,,,
48405,18717408.42,20119459.68,241.52, ,,,,,,
48407,35844057.25,35093972.02,300.26, ,,,,,,
48409,64527032.66,67001924.06,446.03, ,,,,,,
48411,6496735.29,6816040.79,80.59, ,,,,,,
48413,4061898.54,4367482.82,338.08, ,,,,,,
48415,22237359.7,23577146.91,174.67, ,,,,,,
48417,5008818.41,5304073.09,436.46, ,,,,,,
48419,37548235.0,39837158.59,180.25, ,,,,,,
48421,2409254.69,2517414.45,144.87, ,,,,,,
48423,270145034.39,284442498.11,395.01, ,,,,,,
48425,7836796.09,8216407.73,130.73, ,,,,,,
48427,98158016.53,100371367.35,354.74, ,,,,,,
48429,14437165.12,15729783.84,244.96, ,,,,,,
48431,1097158.54,1158976.92,296.72, ,,,,,,
48433,3356018.2,3679563.76,447.59, ,,,,,,
48435,4912340.6,5308310.39,415.12, ,,,,,,
48437,13308357.72,14187056.99,261.26, ,,,,,,
48439,1109789600.96,1110131577.79,337.78, ,,,,,,
48441,139962451.0,150303705.72,358.1, ,,,,,,
48443,1222944.01,1230242.64,214.59, ,,,,,,
48445,19264053.32,20126658.86,237.57, ,,,,,,
48447,3626316.17,3990514.26,300.63, ,,,,,,
48449,35942030.72,37815672.03,345.98, ,,,,,,
48451,129651119.51,137579985.95,227.69, ,,,,,,
48453,549621749.52,551682638.74,347.15, ,,,,,,
48455,33768050.22,34491864.47,355.82, ,,,,,,
48457,34255933.66,36219469.69,218.9, ,,,,,,
48999,,,,*,,,,,,
48459,51967707.75,54502745.62,324.95, ,,,,,,
48461,6173055.51,6615977.58,235.6, ,,,,,,
48463,30219387.09,30507078.17,198.34, ,,,,,,
48465,39550808.4,41392938.43,221.95, ,,,,,,
48467,76586174.27,79789853.52,315.36, ,,,,,,
48469,109184241.11,115060554.5,332.98, ,,,,,,
48471,55765752.83,56484360.08,327.58, ,,,,,,
48473,34325198.95,33804969.61,272.55, ,,,,,,
48475,14036567.05,14231151.4,188.93, ,,,,,,
48477,39514176.97,40380859.31,259.05, ,,,,,,
48479,184084556.47,187906478.27,243.77, ,,,,,,
48481,59787270.75,60505791.23,278.41, ,,,,,,
48483,10776001.5,11589257.24,419.46, ,,,,,,
48485,161945000.96,172493772.29,420.8, ,,,,,,
48487,20732871.86,22313038.75,316.92, ,,,,,,
48489,34553327.85,33741495.51,305.54, ,,,,,,
48491,192833480.53,198135501.45,327.77, ,,,,,,
48493,33268215.31,34362445.2,335.22, ,,,,,,
48495,8742285.11,8773866.79,188.04, ,,,,,,
48497,60093382.25,61098792.61,307.1, ,,,,,,
48499,75625784.01,79334786.0,321.26, ,,,,,,
48501,8400140.26,9178968.17,93.86, ,,,,,,
48503,35376539.53,38203874.77,412.19, ,,,,,,
48505,16515101.18,16672548.06,205.81, ,,,,,,
48507,13263375.25,13459840.74,234.21, ,,,,,,
49001,4561857.87,4687775.76,281.39, ,,,,,,
49003,25505328.19,26264026.63,341.49, ,,,,,,
49005,40127749.31,41466763.54,440.16, ,,,,,,
49007,18438224.0,18741273.53,251.26, ,,,,,,
49009,754369.2,734053.02,314.99, ,,,,,,
49011,115092736.38,118162206.29,265.11, ,,,,,,
49013,10825726.76,10846453.42,157.89, ,,,,,,
49015,8812919.53,8982054.89,249.93, ,,,,,,
49017,3827845.48,3847226.33,141.68, ,,,,,,
49019,6661100.57,6861936.72,72.24, ,,,,,,
49021,24408406.22,24568521.11,219.68, ,,,,,,
49023,6732688.25,7049296.99,209.99, ,,,,,,
49025,6562925.57,6368878.14,182.67, ,,,,,,
49027,10230174.05,10639425.23,352.21, ,,,,,,
49029,5062582.26,5196588.18,219.46, ,,,,,,
49031,1528212.2,1610283.66,246.31, ,,,,,,
49033,1931460.96,1953888.05,207.7, ,,,,,,
49035,443092712.27,449754305.58,196.25, ,,,,,,
49037,6700495.6,6683917.73,179.11, ,,,,,,
49039,16860668.25,17704293.67,277.56, ,,,,,,
49041,16895550.26,17512678.87,261.28, ,,,,,,
49043,12031127.85,12104143.96,124.78, ,,,,,,
49045,24471770.28,24462654.5,176.17, ,,,,,,
49999,,,,*,,,,,,
49047,13364337.95,13676540.27,139.92, ,,,,,,
49049,175470100.85,177991014.42,303.12, ,,,,,,
49051,8750820.27,9053845.64,241.16, ,,,,,,
49053,119667583.11,118021167.52,371.28, ,,,,,,
49055,2424022.3,2479166.27,133.35, ,,,,,,
49057,122468611.37,124620275.11,330.11, ,,,,,,
51001,51307462.68,53257607.31,146.68, ,,,,,,
51003,86401433.46,80976124.61,231.77, ,,,,,,
51510,79290276.85,72435203.11,260.28, ,,,,,,
51005,22677397.33,24145579.09,200.06, ,,,,,,
51007,11942167.51,12402468.98,298.33, ,,,,,,
51009,36726263.41,38484617.03,337.75, ,,,,,,
51011,17259479.0,17867150.48,381.78, ,,,,,,
51013,107242847.44,96872326.23,246.05, ,,,,,,
51015,70851578.51,70730911.9,81.84, ,,,,,,
51017,9169299.48,9696437.38,107.88, ,,,,,,
51019,58214120.72,59597637.52,253.91, ,,,,,,
51515,9144377.61,9458435.5,261.34, ,,,,,,
51021,8583236.34,8920625.82,199.63, ,,,,,,
51023,30720843.71,31524612.5,209.8, ,,,,,,
51520,21358564.95,22739478.87,202.28, ,,,,,,
51025,21348797.99,21473462.84,155.64, ,,,,,,
51027,31326424.37,32891288.71,166.56, ,,,,,,
51029,16591921.25,15780715.88,222.57, ,,,,,,
51530,6639850.38,6981183.33,146.39, ,,,,,,
51031,52988612.07,55519988.9,290.96, ,,,,,,
51033,25041444.93,25081637.31,337.27, ,,,,,,
51035,37869356.2,39426383.36,169.33, ,,,,,,
51036,7514584.06,7638591.65,468.24, ,,,,,,
51037,15860619.59,16460696.49,246.87, ,,,,,,
51540,35975942.78,33254500.35,188.37, ,,,,,,
51550,166220167.55,173861837.76,353.24, ,,,,,,
51041,198422559.09,204247469.0,275.77, ,,,,,,
51043,14152904.36,13508411.37,249.94, ,,,,,,
51570,23936589.14,24329809.65,235.1, ,,,,,,
51580,10372757.78,11127644.03,122.54, ,,,,,,
51045,5153489.04,5352198.94,145.09, ,,,,,,
51047,40499661.53,37923322.08,220.7, ,,,,,,
51049,8981341.45,9235290.77,312.34, ,,,,,,
51590,64138903.36,66353528.91,432.55, ,,,,,,
51051,23890099.62,25516269.39,221.49, ,,,,,,
51053,24975727.62,25232093.72,290.18, ,,,,,,
51595,8508188.92,8596522.88,193.25, ,,,,,,
51057,13902816.09,14328364.1,99.51, ,,,,,,
51059,529802709.57,483824988.42,276.0, ,,,,,,
51600,16533902.91,15059137.89,296.15, ,,,,,,
51610,8407646.32,7587928.26,222.78, ,,,,,,
51061,50885694.77,48280265.16,148.75, ,,,,,,
51063,14746305.12,15500797.56,136.59, ,,,,,,
51065,22852962.49,21526722.7,208.92, ,,,,,,
51067,53274416.92,54636990.51,239.21, ,,,,,,
51620,12716851.3,13008502.61,260.29, ,,,,,,
51069,57121987.57,55091298.65,210.48, ,,,,,,
51630,23500249.98,22876707.78,218.78, ,,,,,,
51640,13854061.16,14561035.66,267.38, ,,,,,,
51071,21355768.35,22891296.89,215.77, ,,,,,,
51073,30717748.5,32077863.95,370.91, ,,,,,,
51075,18776658.9,19233637.42,326.62, ,,,,,,
51077,25755117.99,27073760.94,196.31, ,,,,,,
51079,14175479.08,13316180.96,227.53, ,,,,,,
51081,11140743.42,11242112.61,164.03, ,,,,,,
51083,45265147.91,46522954.07,253.93, ,,,,,,
51650,113771257.76,118431061.25,385.11, ,,,,,,
51085,81488069.27,84752341.71,343.44, ,,,,,,
51660,24823356.3,24995561.01,151.8, ,,,,,,
51087,252436959.61,258981891.73,295.66, ,,,,,,
51089,64069594.62,66537305.35,196.95, ,,,,,,
51091,3632710.56,3756727.11,61.59, ,,,,,,
51670,28471730.23,29117823.28,221.21, ,,,,,,
51093,30661041.73,31711109.83,344.67, ,,,,,,
51095,68036199.85,70398816.93,420.71, ,,,,,,
51099,15889664.38,15861344.5,173.59, ,,,,,,
51101,13124295.92,13637523.48,272.53, ,,,,,,
51097,6988541.79,7269088.66,178.9, ,,,,,,
51103,21250500.98,21913516.23,137.86, ,,,,,,
51105,33024875.29,35067642.45,218.43, ,,,,,,
51678,9091821.79,9474295.22,315.38, ,,,,,,
51107,104646548.79,98909041.48,277.01, ,,,,,,
51109,31141423.19,29556140.03,222.64, ,,,,,,
51111,15829638.58,16346605.56,352.57, ,,,,,,
51680,83520648.48,87109271.05,288.88, ,,,,,,
51113,12534641.09,11682464.99,221.23, ,,,,,,
51683,18778465.24,17664076.48,214.77, ,,,,,,
51685,4825645.51,4542028.12,196.87, ,,,,,,
51690,25499487.42,26760143.86,140.12, ,,,,,,
51115,10872368.91,11213126.4,388.6, ,,,,,,
51117,45277702.78,45820570.8,168.42, ,,,,,,
51119,14145621.87,14626767.39,264.87, ,,,,,,
51121,57957656.55,61158230.91,282.94, ,,,,,,
51125,21299278.54,19780370.63,174.52, ,,,,,,
51127,12608202.86,13032738.92,332.63, ,,,,,,
51700,137158980.03,140894704.22,368.12, ,,,,,,
51710,190755413.53,196508325.71,328.69, ,,,,,,
51131,19857008.29,20825629.39,165.91, ,,,,,,
51133,20057732.17,20592852.09,112.0, ,,,,,,
51720,7787080.5,8148629.84,402.0, ,,,,,,
51135,21178787.63,22044284.04,263.41, ,,,,,,
51137,41349792.23,39080224.02,246.16, ,,,,,,
51139,27751312.44,28095599.1,151.83, ,,,,,,
51141,21067344.95,22130961.08,159.02, ,,,,,,
51730,47680986.98,47750280.87,225.07, ,,,,,,
51143,59573002.08,61441565.71,303.79, ,,,,,,
51735,11205942.33,11450552.27,555.52, ,,,,,,
51740,108793130.24,112381444.04,396.29, ,,,,,,
51145,18203165.04,18763829.17,458.03, ,,,,,,
51147,22279377.21,23202927.15,197.04, ,,,,,,
51149,23983678.31,24220583.01,197.91, ,,,,,,
51153,136066706.69,127434266.35,228.46, ,,,,,,
51155,45726825.12,48301617.13,246.25, ,,,,,,
51750,12218043.31,12908392.55,241.15, ,,,,,,
51157,7832337.59,7556021.29,206.89, ,,,,,,
51159,11034563.66,11522792.21,144.02, ,,,,,,
51760,187638703.73,187215780.02,237.51, ,,,,,,
51161,96260093.0,99375766.92,251.32, ,,,,,,
51770,109205715.86,111360630.67,266.41, ,,,,,,
51163,20687062.25,21107915.45,175.15, ,,,,,,
51165,66886509.6,66745214.04,105.33, ,,,,,,
51167,37073376.55,39356933.19,243.76, ,,,,,,
51775,30119262.65,31653924.5,290.92, ,,,,,,
51169,24773083.7,26509680.69,205.46, ,,,,,,
51171,44247064.77,45452119.06,164.39, ,,,,,,
51173,42767173.07,45572407.95,193.81, ,,,,,,
51175,18282133.11,18842095.62,365.61, ,,,,,,
51177,82318795.82,80220915.13,261.75, ,,,,,,
51179,62371232.83,60480287.64,232.88, ,,,,,,
51790,32919917.84,33117676.13,79.41, ,,,,,,
51800,68378146.23,71112982.53,299.82, ,,,,,,
51181,7381158.65,7538333.97,431.61, ,,,,,,
51183,12717917.39,12836831.04,194.63, ,,,,,,
51185,62350148.86,65624810.29,227.94, ,,,,,,
51999,,,,*,,,,,,
51810,309316040.5,326902759.16,411.14, ,,,,,,
51187,32152445.07,30350800.2,151.06, ,,,,,,
51191,58997807.33,62931801.06,278.68, ,,,,,,
51820,27441794.28,27478453.61,78.09, ,,,,,,
51193,24862265.62,25147294.45,150.24, ,,,,,,
51830,12903249.72,13506248.23,290.29, ,,,,,,
51840,26264102.64,25239031.22,267.93, ,,,,,,
51195,55006177.45,58098947.14,282.24, ,,,,,,
51197,36080844.07,37800874.64,256.16, ,,,,,,
51199,48107534.6,50066458.56,493.8, ,,,,,,
78010,26440356.86,23020808.09,100.31, ,,,,,,
78020,1236296.91,1214252.78,29.18, ,,,,,,
78030,23998232.3,21225052.62,76.42, ,,,,,,
50001,32331984.62,30603571.21,170.12, ,,,,,,
50003,51345409.46,48473551.2,227.76, ,,,,,,
50005,33515685.19,31249836.84,42.93, ,,,,,,
50007,124971310.88,110540327.23,167.13, ,,,,,,
50009,9632298.66,8832731.93,35.78, ,,,,,,
50011,41681263.73,38448195.86,220.02, ,,,,,,
50013,7343553.34,6590405.26,277.71, ,,,,,,
50015,23173082.67,21738899.9,182.45, ,,,,,,
50017,31392873.51,27932018.19,78.94, ,,,,,,
50019,31892081.34,30156176.32,39.26, ,,,,,,
50021,87240946.03,80340099.97,85.64, ,,,,,,
50999,,,,*,,,,,,
50023,58900792.12,53495189.51,158.51, ,,,,,,
50025,50355683.4,46267130.88,72.05, ,,,,,,
50027,73202080.27,66178858.85,45.92, ,,,,,,
53001,13848872.52,13128957.15,204.24, ,,,,,,
53003,30396137.38,30051158.03,104.31, ,,,,,,
53005,124265102.46,118138510.96,362.27, ,,,,,,
53007,66601652.57,62620970.04,72.99, ,,,,,,
53009,99899943.81,93229428.08,98.59, ,,,,,,
53011,162979023.96,148887683.07,247.8, ,,,,,,
53013,6876435.28,6542125.0,109.8, ,,,,,,
53015,74518995.21,67305338.54,130.32, ,,,,,,
53017,30662612.51,28888046.72,75.83, ,,,,,,
53019,8725930.18,8193980.05,282.67, ,,,,,,
53021,32457116.44,31094606.27,285.97, ,,,,,,
53023,4469406.02,4356137.1,92.3, ,,,,,,
53025,69044003.24,65245250.77,265.41, ,,,,,,
53027,90401326.59,83291860.03,273.74, ,,,,,,
53029,64793396.7,60588358.16,120.26, ,,,,,,
53031,47207355.47,44369870.28,138.25, ,,,,,,
53033,1084499760.66,971922548.95,215.2, ,,,,,,
53035,182926436.8,171188676.45,250.25, ,,,,,,
53037,28711080.8,27001934.39,109.37, ,,,,,,
53039,25340109.76,23705793.79,105.77, ,,,,,,
53041,75355714.95,69469912.58,271.0, ,,,,,,
53043,16866240.07,15979823.73,256.41, ,,,,,,
53045,56831030.62,53591104.54,246.65, ,,,,,,
53047,43905535.7,41564488.51,229.34, ,,,,,,
53049,41184109.19,38522207.87,130.47, ,,,,,,
53051,14279530.45,13327976.1,176.09, ,,,,,,
53053,534856978.49,490874741.63,259.83, ,,,,,,
53055,15354259.62,14131716.23,98.67, ,,,,,,
53057,98843680.29,92614248.3,129.04, ,,,,,,
53059,8636747.37,8061638.0,87.81, ,,,,,,
53061,353495679.49,323325095.71,290.67, ,,,,,,
53063,406674890.55,384039926.4,321.33, ,,,,,,
53065,47465813.94,44762334.42,264.4, ,,,,,,
53067,145353507.36,134570620.4,278.1, ,,,,,,
53999,,,,*,,,,,,
53069,4192379.99,3756232.72,92.04, ,,,,,,
53071,52968332.54,50209513.96,142.13, ,,,,,,
53073,133293443.27,124766910.54,217.34, ,,,,,,
53075,33062868.46,31783788.23,212.91, ,,,,,,
53077,178173880.49,167040343.97,162.25, ,,,,,,
55001,29584290.24,28502188.59,190.3, ,,,,,,
55003,17637673.06,17212397.38,225.19, ,,,,,,
55005,49609854.61,49874838.92,227.96, ,,,,,,
55007,16278917.63,15833909.06,210.35, ,,,,,,
55009,157184352.78,159802572.5,343.68, ,,,,,,
55011,13609463.62,13520548.28,263.36, ,,,,,,
55013,18669707.72,18324993.94,230.16, ,,,,,,
55015,21431897.2,21819634.28,284.94, ,,,,,,
55017,52093478.67,51802204.62,340.58, ,,,,,,
55019,28964050.22,28549329.18,289.3, ,,,,,,
55021,51589975.49,48604919.53,119.84, ,,,,,,
